hotel,lead_time,arrival_year,arrival_month,stays_in_weekend_nights,stays_in_week_nights,market_segment_type,country,avg_price_per_room,email,is_canceled,arrival_day,arrival_date,Booking_ID
Resort Hotel,4,2016,3,0,2,Corporate,PRT,45.0,MJohnston@xfinity.com,0,15,2016-03-15,
Resort Hotel,2,2016,12,2,0,Online TA,PRT,48.0,Scott.H@att.com,0,11,2016-12-11,
Resort Hotel,0,2016,12,0,1,Online TA,PRT,44.0,Christie_G@outlook.com,0,13,2016-12-13,
Resort Hotel,0,2015,11,0,2,Direct,PRT,38.0,Joel.Graves33@comcast.net,0,17,2015-11-17,
Resort Hotel,1,2015,11,0,2,Online TA,PRT,68.0,Zachary.Henderson@verizon.com,0,17,2015-11-17,
Resort Hotel,2,2016,1,1,1,Online TA,PRT,48.0,Griffin_Margaret@yahoo.com,0,9,2016-01-09,
Resort Hotel,0,2015,11,0,1,Online TA,POL,46.4,Smith_Derrick42@xfinity.com,0,18,2015-11-18,
Resort Hotel,22,2015,11,0,1,Corporate,PRT,35.0,Aguirre_Molly@att.com,0,18,2015-11-18,
Resort Hotel,10,2015,11,1,0,Corporate,PRT,35.0,James_J@zoho.com,0,23,2015-11-23,
Resort Hotel,6,2015,11,1,2,Corporate,PRT,38.0,Latoya_Jackson@zoho.com,0,16,2015-11-16,
Resort Hotel,6,2015,11,1,2,Corporate,PRT,38.0,Amy_M@protonmail.com,0,16,2015-11-16,
Resort Hotel,6,2015,11,1,2,Corporate,PRT,38.0,Adams.Matthew@att.com,0,16,2015-11-16,
Resort Hotel,6,2015,11,1,2,Corporate,PRT,38.0,Mrs.Green@yahoo.com,0,16,2015-11-16,
Resort Hotel,6,2015,11,1,2,Corporate,PRT,38.0,Landry.Michael87@comcast.net,0,16,2015-11-16,
Resort Hotel,289,2015,11,1,2,Groups,PRT,57.0,Heath_Gregory@verizon.com,1,20,2015-11-20,
Resort Hotel,1,2015,11,0,1,Corporate,PRT,35.0,CrystalRyan@yandex.com,0,19,2015-11-19,
Resort Hotel,3,2016,5,0,0,Corporate,PRT,0.0,AllisonRyan@zoho.com,0,23,2016-05-23,
Resort Hotel,14,2015,11,1,3,Online TA,GBR,106.57,Joshua_Martin97@att.com,0,16,2015-11-16,
Resort Hotel,0,2015,11,0,2,Corporate,PRT,25.0,Schmidt.Paula32@comcast.net,0,18,2015-11-18,
Resort Hotel,0,2015,11,0,2,Direct,PRT,35.0,Rivera_Jermaine@comcast.net,0,18,2015-11-18,
Resort Hotel,0,2016,5,1,2,Direct,PRT,42.0,Randy.Esparza37@mail.com,0,9,2016-05-09,
Resort Hotel,1,2015,11,0,2,Online TA,PRT,43.2,Frank.Susan91@aol.com,0,18,2015-11-18,
Resort Hotel,1,2015,11,0,1,Corporate,PRT,38.0,Chan.Joyce40@hotmail.com,0,19,2015-11-19,
Resort Hotel,1,2016,3,0,1,Corporate,PRT,40.0,EmilySmith97@protonmail.com,0,8,2016-03-08,
Resort Hotel,0,2015,11,0,1,Direct,PRT,43.0,Lee.Nicholas@outlook.com,0,19,2015-11-19,
Resort Hotel,1,2015,11,0,1,Corporate,PRT,38.0,Taylor_Robert@xfinity.com,0,19,2015-11-19,
Resort Hotel,0,2015,11,0,1,Online TA,PRT,43.2,Patterson.Charles99@xfinity.com,0,19,2015-11-19,
Resort Hotel,1,2015,11,0,2,Direct,PRT,38.0,Mills.Brandy@hotmail.com,0,18,2015-11-18,
Resort Hotel,0,2015,11,0,1,Direct,PRT,38.0,Scott.S97@comcast.net,0,25,2015-11-25,
Resort Hotel,1,2015,11,0,3,Offline TA/TO,GBR,4.0,Kimberly.Lynch92@yandex.com,0,17,2015-11-17,
Resort Hotel,2,2015,11,0,2,Online TA,ESP,48.0,RobertaPowell@protonmail.com,0,18,2015-11-18,
Resort Hotel,5,2015,11,0,3,Corporate,PRT,38.0,MarciaCampbell@yandex.com,0,17,2015-11-17,
Resort Hotel,3,2015,11,1,3,Offline TA/TO,GBR,38.0,SamuelDuncan@protonmail.com,0,16,2015-11-16,
Resort Hotel,17,2015,11,1,3,Offline TA/TO,PRT,36.0,Collins.Savannah@xfinity.com,1,30,2015-11-30,
Resort Hotel,19,2015,12,0,2,Offline TA/TO,PRT,36.0,George_Castillo17@aol.com,1,2,2015-12-02,
Resort Hotel,20,2015,12,0,1,Offline TA/TO,PRT,36.0,Tracy_Cummings@yandex.com,1,3,2015-12-03,
Resort Hotel,1,2015,11,0,2,Direct,PRT,38.0,MD.Thomas@att.com,0,18,2015-11-18,
Resort Hotel,0,2015,11,0,1,Direct,PRT,38.0,Joseph.J@mail.com,0,25,2015-11-25,
Resort Hotel,0,2015,11,0,2,Corporate,PRT,35.0,Richard.Valencia@xfinity.com,0,18,2015-11-18,
Resort Hotel,0,2015,11,0,2,Offline TA/TO,PRT,61.0,BLee@gmail.com,0,18,2015-11-18,
Resort Hotel,0,2015,11,0,1,Direct,BRA,43.0,Haynes_Helen88@yandex.com,0,19,2015-11-19,
Resort Hotel,2,2015,11,0,1,Online TA,PRT,46.4,Randy_F95@gmail.com,0,19,2015-11-19,
Resort Hotel,0,2015,11,0,1,Direct,ESP,123.0,Amanda_G@hotmail.com,0,20,2015-11-20,
Resort Hotel,2,2015,11,0,3,Direct,GBR,49.0,Jay.Crawford@protonmail.com,0,18,2015-11-18,
Resort Hotel,20,2015,11,0,3,Direct,PRT,56.0,JesseWhite@comcast.net,0,18,2015-11-18,
Resort Hotel,20,2015,11,0,3,Direct,ESP,56.0,Brandi.Gill@xfinity.com,0,18,2015-11-18,
Resort Hotel,0,2015,11,1,4,Offline TA/TO,ESP,36.4,JHall@mail.com,0,16,2015-11-16,
Resort Hotel,0,2015,11,0,4,Corporate,PRT,42.0,Flynn_Kristy68@outlook.com,0,17,2015-11-17,
Resort Hotel,0,2015,11,0,4,Corporate,PRT,42.0,David_Castro@protonmail.com,0,17,2015-11-17,
Resort Hotel,0,2015,11,1,0,Corporate,PRT,42.0,Carter.Carol76@att.com,0,23,2015-11-23,
Resort Hotel,0,2016,2,0,1,Corporate,PRT,46.0,Martin.Smith@comcast.net,0,4,2016-02-04,
Resort Hotel,0,2015,11,0,4,Corporate,PRT,42.0,Chad.Baker@comcast.net,0,17,2015-11-17,
Resort Hotel,0,2015,11,1,0,Corporate,PRT,42.0,Cynthia_Mitchell@hotmail.com,0,23,2015-11-23,
Resort Hotel,0,2015,11,0,4,Corporate,PRT,42.0,NatashaWilliams@att.com,0,17,2015-11-17,
Resort Hotel,1,2015,11,0,1,Online TA,BEL,46.4,Davis.Justin@verizon.com,0,20,2015-11-20,
Resort Hotel,6,2015,11,1,4,Offline TA/TO,FRA,26.0,Beard_Thomas@yahoo.com,0,16,2015-11-16,
Resort Hotel,12,2015,11,0,4,Offline TA/TO,GBR,65.9,Matthew_B@verizon.com,0,17,2015-11-17,
Resort Hotel,0,2015,11,0,4,Corporate,PRT,42.0,Porter_Angelica@comcast.net,0,17,2015-11-17,
Resort Hotel,4,2015,11,0,1,Online TA,PRT,48.0,Jones_Tanya75@yandex.com,0,20,2015-11-20,
Resort Hotel,0,2015,11,0,4,Corporate,PRT,42.0,Cory.D@gmail.com,0,17,2015-11-17,
Resort Hotel,0,2015,11,1,0,Corporate,PRT,42.0,White_Pamela@att.com,0,23,2015-11-23,
Resort Hotel,0,2016,2,1,1,Corporate,PRT,46.0,Swanson_Anthony@yahoo.com,0,1,2016-02-01,
Resort Hotel,0,2015,11,0,4,Corporate,PRT,42.0,Nicole.Wells@yahoo.com,0,17,2015-11-17,
Resort Hotel,1,2015,11,1,4,Direct,SWE,68.0,Wright_Colleen@att.com,0,16,2015-11-16,
Resort Hotel,0,2015,11,0,4,Corporate,PRT,42.0,Jennifer.M@yandex.com,0,17,2015-11-17,
Resort Hotel,0,2015,11,1,0,Corporate,PRT,42.0,Jason.A@outlook.com,0,23,2015-11-23,
Resort Hotel,0,2015,11,0,2,Direct,NGA,98.0,Mary_Jensen@yandex.com,0,19,2015-11-19,
Resort Hotel,1,2015,11,0,4,Offline TA/TO,GBR,37.7,Wright.Kirsten71@zoho.com,0,17,2015-11-17,
Resort Hotel,11,2015,11,1,4,Offline TA/TO,GBR,27.0,Tiffany.Perkins@zoho.com,0,16,2015-11-16,
Resort Hotel,7,2015,11,0,1,Online TA,PRT,46.4,Hannah_Morton@protonmail.com,0,20,2015-11-20,
Resort Hotel,0,2015,11,0,1,Offline TA/TO,BLR,30.5,Marco.Gilmore90@zoho.com,0,20,2015-11-20,
Resort Hotel,69,2015,11,0,4,Online TA,PRT,29.16,LSmith31@gmail.com,0,17,2015-11-17,
Resort Hotel,7,2015,11,0,1,Corporate,PRT,0.0,Jenkins_Joshua73@hotmail.com,1,21,2015-11-21,
Resort Hotel,1,2015,11,0,1,Direct,PRT,78.0,VHughes@xfinity.com,1,21,2015-11-21,
Resort Hotel,21,2015,11,1,5,Offline TA/TO,FIN,35.46,Daniel_H@hotmail.com,0,16,2015-11-16,
Resort Hotel,21,2015,11,1,5,Offline TA/TO,FIN,29.34,Christopher_K26@zoho.com,0,16,2015-11-16,
Resort Hotel,7,2015,11,0,1,Corporate,PRT,32.0,Edwards_Rachel@mail.com,0,21,2015-11-21,
Resort Hotel,7,2015,11,0,1,Corporate,PRT,32.0,Angela_H44@zoho.com,0,21,2015-11-21,
Resort Hotel,7,2015,11,0,1,Corporate,PRT,32.0,Weeks_Karen40@yandex.com,0,21,2015-11-21,
Resort Hotel,1,2015,11,0,1,Corporate,PRT,0.0,Kerry_B11@verizon.com,0,21,2015-11-21,
Resort Hotel,43,2015,11,0,3,Offline TA/TO,IRL,32.83,Brittany.Gamble@xfinity.com,0,19,2015-11-19,
Resort Hotel,4,2015,11,0,2,Online TA,FIN,64.0,Timothy_J@hotmail.com,0,20,2015-11-20,
Resort Hotel,9,2015,11,0,1,Complementary,PRT,0.0,Graham.Martha27@zoho.com,0,21,2015-11-21,
Resort Hotel,4,2015,11,0,2,Online TA,FIN,58.0,Shannon_Williams@xfinity.com,0,20,2015-11-20,
Resort Hotel,36,2015,11,0,2,Groups,ESP,0.0,Angela.P66@zoho.com,0,20,2015-11-20,
Resort Hotel,1,2015,11,0,1,Offline TA/TO,PRT,55.0,BWatson12@yandex.com,0,21,2015-11-21,
Resort Hotel,6,2015,11,2,5,Offline TA/TO,ESP,69.0,Rebekah.C68@att.com,0,15,2015-11-15,
Resort Hotel,53,2015,11,0,2,Online TA,PRT,36.45,Barbara.F11@yahoo.com,0,20,2015-11-20,
Resort Hotel,18,2015,11,1,5,Online TA,VEN,64.0,JesseDrake@aol.com,0,16,2015-11-16,
Resort Hotel,1,2015,11,1,0,Online TA,VEN,46.4,Swanson.Mckenzie16@aol.com,0,22,2015-11-22,
Resort Hotel,4,2015,11,0,2,Direct,ESP,98.0,Kevin_Miller32@yahoo.com,0,20,2015-11-20,
Resort Hotel,4,2015,11,0,2,Direct,ESP,98.0,Audrey.N@zoho.com,0,20,2015-11-20,
Resort Hotel,5,2015,11,0,1,Online TA,ESP,58.0,APaul@zoho.com,0,21,2015-11-21,
Resort Hotel,5,2015,11,0,1,Online TA,PRT,58.0,SamuelHall@att.com,0,21,2015-11-21,
Resort Hotel,44,2015,11,0,1,Online TA,PRT,67.5,Hailey_J83@comcast.net,0,21,2015-11-21,
Resort Hotel,7,2015,11,0,2,Online TA,PRT,43.2,BrandonWilson40@gmail.com,0,20,2015-11-20,
Resort Hotel,44,2015,11,0,1,Online TA,PRT,73.5,Mary_Harrison@mail.com,0,21,2015-11-21,
Resort Hotel,0,2015,11,0,2,Offline TA/TO,ESP,29.0,Alexandra.Allen@yandex.com,0,20,2015-11-20,
Resort Hotel,4,2015,11,0,1,Online TA,PRT,64.0,Buck.Tracy@verizon.com,0,21,2015-11-21,
Resort Hotel,4,2016,2,0,1,Online TA,PRT,54.0,Herrera.Joseph@outlook.com,0,26,2016-02-26,
Resort Hotel,0,2016,5,1,0,Direct,PRT,115.0,MD_Reginald@gmail.com,0,1,2016-05-01,
Resort Hotel,26,2015,11,0,1,Online TA,PRT,54.0,Randy.Jones@zoho.com,0,21,2015-11-21,
Resort Hotel,4,2015,11,0,1,Direct,PRT,68.0,Teresa.W@aol.com,0,21,2015-11-21,
Resort Hotel,32,2015,11,0,2,Offline TA/TO,PRT,67.5,LauraWhitehead@aol.com,0,20,2015-11-20,
Resort Hotel,32,2015,11,0,2,Offline TA/TO,PRT,67.5,Ball.Michael@yandex.com,0,20,2015-11-20,
Resort Hotel,10,2015,11,1,5,Offline TA/TO,IRL,31.4,Tyler.C58@hotmail.com,0,16,2015-11-16,
Resort Hotel,184,2015,11,1,3,Offline TA/TO,GBR,26.1,DWilson@yahoo.com,0,19,2015-11-19,
Resort Hotel,119,2015,11,2,5,Offline TA/TO,GBR,33.3,James_L@comcast.net,0,16,2015-11-16,
Resort Hotel,3,2015,11,1,3,Online TA,ESP,48.0,Barry_Frazier@hotmail.com,0,19,2015-11-19,
Resort Hotel,5,2015,11,1,1,Online TA,FRA,58.0,Murray.Adrienne@protonmail.com,0,21,2015-11-21,
Resort Hotel,7,2015,11,1,0,Corporate,PRT,34.0,Andrea.Berry@protonmail.com,1,23,2015-11-23,
Resort Hotel,7,2016,3,0,2,Corporate,PRT,40.0,Mack_Jordan@comcast.net,0,1,2016-03-01,
Resort Hotel,5,2016,5,0,1,Corporate,PRT,65.0,JJordan@yandex.com,0,3,2016-05-03,
Resort Hotel,13,2016,11,0,2,Corporate,PRT,35.0,PatriciaBranch@gmail.com,0,15,2016-11-15,
Resort Hotel,289,2015,11,1,2,Groups,GIB,57.0,GraceMurillo@att.com,0,20,2015-11-20,
Resort Hotel,289,2015,11,1,2,Groups,GBR,59.0,Perez.Albert@comcast.net,0,20,2015-11-20,
Resort Hotel,289,2015,11,1,2,Groups,GBR,57.0,Gerald_B19@yandex.com,0,20,2015-11-20,
Resort Hotel,289,2015,11,1,2,Groups,GBR,57.0,Hull_Ashley95@mail.com,0,20,2015-11-20,
Resort Hotel,289,2015,11,1,2,Groups,GBR,57.0,MichelleCruz@att.com,0,20,2015-11-20,
Resort Hotel,3,2015,11,1,3,Offline TA/TO,GBR,32.0,Phillip_F@gmail.com,0,19,2015-11-19,
Resort Hotel,289,2015,11,1,2,Groups,GBR,57.0,Reid_James25@yandex.com,0,20,2015-11-20,
Resort Hotel,289,2015,11,1,2,Groups,ESP,0.0,KathleenHanson@zoho.com,0,20,2015-11-20,
Resort Hotel,289,2015,11,1,2,Groups,GIB,57.0,HMelendez@gmail.com,0,20,2015-11-20,
Resort Hotel,289,2015,11,1,2,Groups,GBR,85.5,Sara.W30@hotmail.com,0,20,2015-11-20,
Resort Hotel,289,2015,11,1,2,Groups,GBR,85.5,ABray@aol.com,0,20,2015-11-20,
Resort Hotel,289,2015,11,1,2,Groups,GIB,57.0,SGreen@att.com,0,20,2015-11-20,
Resort Hotel,289,2015,11,1,2,Groups,GIB,57.0,David.III45@att.com,0,20,2015-11-20,
Resort Hotel,66,2015,11,1,3,Online TA,IRL,32.4,Christopher.L@hotmail.com,0,19,2015-11-19,
Resort Hotel,29,2015,11,1,3,Offline TA/TO,IRL,26.1,Rodgers.James@verizon.com,0,19,2015-11-19,
Resort Hotel,43,2015,12,0,3,Online TA,PRT,119.0,Johnny.Reynolds@gmail.com,1,30,2015-12-30,
Resort Hotel,43,2015,12,0,3,Online TA,PRT,119.0,Stephanie_R@zoho.com,1,30,2015-12-30,
Resort Hotel,43,2015,12,0,3,Online TA,PRT,119.0,Fisher.Robert56@aol.com,1,30,2015-12-30,
Resort Hotel,66,2015,11,1,3,Online TA,IRL,32.4,Amy.Mays@aol.com,0,19,2015-11-19,
Resort Hotel,1,2015,11,0,0,Online TA,PRT,0.0,WillieMontes@comcast.net,0,24,2015-11-24,
Resort Hotel,62,2015,11,2,4,Offline TA/TO,ESP,18.5,Thomas_Patterson@gmail.com,0,18,2015-11-18,
Resort Hotel,105,2015,11,2,4,Offline TA/TO,ESP,69.0,Edgar.Rodriguez@hotmail.com,0,18,2015-11-18,
Resort Hotel,105,2015,11,2,4,Offline TA/TO,ESP,69.0,Joshua_B@verizon.com,0,18,2015-11-18,
Resort Hotel,105,2015,11,2,4,Offline TA/TO,ESP,69.0,Daniel.Johnson@att.com,0,18,2015-11-18,
Resort Hotel,105,2015,11,2,4,Offline TA/TO,ESP,69.0,SOrtiz@verizon.com,0,18,2015-11-18,
Resort Hotel,105,2015,11,2,4,Offline TA/TO,ESP,69.0,Stout_Briana@yandex.com,0,18,2015-11-18,
Resort Hotel,105,2015,11,2,4,Offline TA/TO,ESP,69.0,SHayes51@aol.com,0,18,2015-11-18,
Resort Hotel,105,2015,11,2,4,Offline TA/TO,ESP,69.0,DVM_Mrs.@xfinity.com,0,18,2015-11-18,
Resort Hotel,78,2015,11,2,5,Offline TA/TO,GBR,57.04,VTate@yahoo.com,0,17,2015-11-17,
Resort Hotel,12,2015,11,2,1,Offline TA/TO,BEL,25.0,Michele.Wilson@comcast.net,0,21,2015-11-21,
Resort Hotel,90,2015,11,3,5,Online TA,LUX,36.86,King.Steven@verizon.com,0,16,2015-11-16,
Resort Hotel,11,2015,11,2,0,Offline TA/TO,PRT,29.0,Dawn_Howard24@gmail.com,0,22,2015-11-22,
Resort Hotel,0,2015,11,1,0,Online TA,PRT,38.4,Brittany.M@zoho.com,0,23,2015-11-23,
Resort Hotel,25,2015,11,2,5,Offline TA/TO,GBR,25.65,Melissa.S@gmail.com,0,17,2015-11-17,
Resort Hotel,12,2015,12,2,1,Online TA,PRT,98.0,Todd.Hendricks@hotmail.com,1,5,2015-12-05,
Resort Hotel,2,2015,11,2,1,Direct,PRT,89.0,Shepherd_Kevin@verizon.com,0,21,2015-11-21,
Resort Hotel,25,2016,2,0,1,Direct,PRT,85.0,Wyatt.Peter@comcast.net,0,23,2016-02-23,
Resort Hotel,0,2016,2,0,3,Direct,PRT,32.0,Gray.Lisa93@hotmail.com,0,25,2016-02-25,
Resort Hotel,1,2016,12,0,1,Direct,PRT,101.0,Khan.Darren@att.com,0,17,2016-12-17,
Resort Hotel,44,2015,11,2,0,Online TA,FRA,36.45,Daniel.Rodney14@hotmail.com,0,22,2015-11-22,
Resort Hotel,0,2015,11,1,0,Direct,PRT,58.0,Brian.Nelson@comcast.net,0,23,2015-11-23,
Resort Hotel,0,2015,11,1,0,Direct,PRT,58.0,Marshall.Michael@verizon.com,0,23,2015-11-23,
Resort Hotel,5,2015,11,2,0,Online TA,PRT,40.0,Jose_Hernandez@verizon.com,0,22,2015-11-22,
Resort Hotel,5,2015,11,2,0,Online TA,USA,40.0,DavidGutierrez@yandex.com,0,22,2015-11-22,
Resort Hotel,5,2015,11,2,0,Online TA,PRT,40.0,John_J@aol.com,0,22,2015-11-22,
Resort Hotel,0,2015,11,1,0,Direct,PRT,38.0,CameronAllen89@zoho.com,0,23,2015-11-23,
Resort Hotel,105,2015,11,2,4,Offline TA/TO,ESP,69.0,Tracy.Lucas@comcast.net,0,18,2015-11-18,
Resort Hotel,11,2015,11,2,1,Offline TA/TO,FRA,26.0,Thomas.Makayla78@gmail.com,0,21,2015-11-21,
Resort Hotel,187,2016,5,0,2,Online TA,PRT,79.2,SergioClark@att.com,1,24,2016-05-24,
Resort Hotel,187,2016,5,0,2,Online TA,PRT,79.2,Bryan.H93@zoho.com,1,24,2016-05-24,
Resort Hotel,287,2016,8,2,3,Groups,PRT,128.0,Sandra.L25@hotmail.com,1,25,2016-08-25,
Resort Hotel,287,2016,8,2,3,Groups,PRT,128.0,Warren_Jon@comcast.net,1,25,2016-08-25,
Resort Hotel,287,2016,8,2,3,Groups,PRT,128.0,IMiller@mail.com,1,25,2016-08-25,
Resort Hotel,287,2016,8,2,3,Groups,PRT,128.0,KatherinePerez@yandex.com,1,25,2016-08-25,
Resort Hotel,287,2016,8,2,3,Groups,PRT,128.0,JTate@yahoo.com,1,25,2016-08-25,
Resort Hotel,287,2016,8,2,3,Groups,PRT,128.0,Kelly_Travis@yahoo.com,1,25,2016-08-25,
Resort Hotel,219,2016,6,3,6,Offline TA/TO,PRT,67.0,Ashley.C69@comcast.net,1,27,2016-06-27,
Resort Hotel,219,2016,6,3,6,Offline TA/TO,PRT,67.0,James_Mccormick@xfinity.com,1,27,2016-06-27,
Resort Hotel,219,2016,6,3,6,Offline TA/TO,PRT,67.0,Mathews.Sara24@zoho.com,1,27,2016-06-27,
Resort Hotel,216,2016,6,3,6,Offline TA/TO,PRT,67.0,Roman_Scott@verizon.com,1,27,2016-06-27,
Resort Hotel,216,2016,6,3,6,Offline TA/TO,PRT,67.0,Fitzgerald.Sarah@verizon.com,1,27,2016-06-27,
Resort Hotel,216,2016,6,3,6,Offline TA/TO,PRT,67.0,Craig.Calderon57@xfinity.com,1,27,2016-06-27,
Resort Hotel,108,2016,3,0,1,Online TA,PRT,46.4,Richard.Barr@yandex.com,1,1,2016-03-01,
Resort Hotel,108,2016,3,0,1,Online TA,PRT,46.4,Kimberly_M@mail.com,1,1,2016-03-01,
Resort Hotel,108,2016,3,0,1,Online TA,PRT,98.0,JonathanSimpson@outlook.com,1,1,2016-03-01,
Resort Hotel,212,2016,6,2,3,Online TA,PRT,126.3,Munoz.Melissa48@gmail.com,1,16,2016-06-16,
Resort Hotel,0,2015,11,1,0,Online TA,ESP,36.96,Emily_Watts@att.com,0,23,2015-11-23,
Resort Hotel,0,2015,11,0,1,Online TA,PRT,36.96,Smith.Amanda29@outlook.com,0,24,2015-11-24,
Resort Hotel,1,2015,11,0,1,Online TA,PRT,48.0,BLewis88@outlook.com,0,24,2015-11-24,
Resort Hotel,1,2015,11,0,1,Online TA,UKR,48.0,Brianna.B@hotmail.com,0,24,2015-11-24,
Resort Hotel,1,2015,11,0,1,Online TA,PRT,48.0,James_Miller65@zoho.com,0,24,2015-11-24,
Resort Hotel,112,2015,11,4,9,Offline TA/TO,FRA,66.42,Daniel.B18@protonmail.com,0,12,2015-11-12,
Resort Hotel,4,2015,11,1,1,Corporate,PRT,35.0,Lawrence_Karen@aol.com,0,23,2015-11-23,
Resort Hotel,0,2015,11,0,1,Offline TA/TO,PRT,26.0,Wilson_Ann@yahoo.com,0,24,2015-11-24,
Resort Hotel,0,2015,11,0,1,Online TA,PRT,40.0,Patricia_Hunter@xfinity.com,0,24,2015-11-24,
Resort Hotel,0,2015,12,0,1,Online TA,PRT,40.0,Maria_Wu36@gmail.com,0,16,2015-12-16,
Resort Hotel,0,2016,2,0,1,Online TA,PRT,39.0,Abbott.Tammy@protonmail.com,0,3,2016-02-03,
Resort Hotel,0,2016,12,0,1,Online TA,PRT,43.0,Michael_P@verizon.com,0,14,2016-12-14,
Resort Hotel,3,2015,11,1,1,Online TA,PRT,48.0,LShaw@mail.com,0,23,2015-11-23,
Resort Hotel,4,2015,11,1,1,Offline TA/TO,ESP,25.0,DSullivan93@gmail.com,0,23,2015-11-23,
Resort Hotel,21,2015,11,0,1,Offline TA/TO,ESP,38.4,Craig.Lee@yandex.com,0,24,2015-11-24,
Resort Hotel,0,2015,11,0,1,Direct,PRT,43.0,Kelly.R@outlook.com,0,24,2015-11-24,
Resort Hotel,0,2016,2,0,0,Direct,PRT,0.0,VanessaMoore34@yandex.com,0,25,2016-02-25,
Resort Hotel,21,2015,11,0,1,Offline TA/TO,ESP,38.4,Alicia.P66@yahoo.com,0,24,2015-11-24,
Resort Hotel,1,2015,11,0,1,Direct,PRT,38.0,Davis_Thomas@aol.com,0,24,2015-11-24,
Resort Hotel,1,2016,2,0,1,Direct,PRT,39.0,Shaun_R@outlook.com,0,3,2016-02-03,
Resort Hotel,1,2016,3,0,1,Direct,PRT,45.0,VButler@aol.com,0,22,2016-03-22,
Resort Hotel,2,2016,5,0,1,Direct,PRT,63.0,JHansen71@att.com,0,11,2016-05-11,
Resort Hotel,6,2016,5,1,0,Corporate,PRT,63.0,Angela_Wagner@hotmail.com,0,23,2016-05-23,
Resort Hotel,1,2015,11,0,1,Direct,PRT,38.0,ARamirez@comcast.net,0,24,2015-11-24,
Resort Hotel,1,2015,11,0,1,Direct,PRT,38.0,Gonzales.Jeanette@zoho.com,0,24,2015-11-24,
Resort Hotel,6,2015,11,1,1,Complementary,PRT,0.0,Parker_Madeline@gmail.com,0,23,2015-11-23,
Resort Hotel,5,2015,11,2,1,Online TA,FRA,45.2,Jason_Guzman@zoho.com,0,22,2015-11-22,
Resort Hotel,1,2015,11,0,1,Online TA,PRT,40.0,Francis_Foster@protonmail.com,0,24,2015-11-24,
Resort Hotel,1,2015,11,0,1,Online TA,PRT,40.0,Lewis_Sandra92@verizon.com,0,24,2015-11-24,
Resort Hotel,0,2015,11,1,1,Direct,PRT,38.0,Robert.Deleon85@mail.com,0,23,2015-11-23,
Resort Hotel,0,2016,1,1,1,Direct,PRT,38.0,Palmer_Mary@zoho.com,0,11,2016-01-11,
Resort Hotel,0,2016,11,1,1,Online TA,PRT,55.0,Tracy_Reid@xfinity.com,0,21,2016-11-21,
Resort Hotel,19,2015,12,2,1,Online TA,PRT,54.4,Pace_Anthony@mail.com,1,5,2015-12-05,
Resort Hotel,0,2015,11,0,1,Direct,PRT,99.0,BWallace@mail.com,0,24,2015-11-24,
Resort Hotel,1,2016,2,0,0,Direct,PRT,0.0,Nathan.Walton56@att.com,0,16,2016-02-16,
Resort Hotel,27,2015,11,2,3,Online TA,GBR,33.26,Scott_S@att.com,0,20,2015-11-20,
Resort Hotel,21,2015,11,0,1,Offline TA/TO,ESP,38.4,CGreen@gmail.com,0,24,2015-11-24,
Resort Hotel,0,2015,11,0,1,Direct,PRT,43.0,DanielCruz@hotmail.com,0,24,2015-11-24,
Resort Hotel,0,2015,11,1,2,Online TA,PRT,40.0,Sarah.B@yahoo.com,0,23,2015-11-23,
Resort Hotel,0,2015,11,0,1,Online TA,PRT,40.0,Michael_Brewer29@yahoo.com,0,25,2015-11-25,
Resort Hotel,0,2015,11,0,1,Direct,PRT,38.0,BLopez@gmail.com,0,25,2015-11-25,
Resort Hotel,2,2016,3,0,1,Corporate,PRT,42.0,Shannon.Cervantes@hotmail.com,0,30,2016-03-30,
Resort Hotel,13,2015,11,2,2,Offline TA/TO,GBR,22.5,DVM.Matthew@gmail.com,0,22,2015-11-22,
Resort Hotel,7,2015,11,2,7,Online TA,DEU,72.49,Emily_B@yahoo.com,0,17,2015-11-17,
Resort Hotel,158,2015,11,2,4,Online TA,GBR,50.4,Jennifer_H@xfinity.com,0,20,2015-11-20,
Resort Hotel,5,2015,11,0,1,Corporate,PRT,25.0,Brandi.Lamb@mail.com,0,25,2015-11-25,
Resort Hotel,5,2016,4,0,2,Corporate,PRT,39.0,KristyDixon@yahoo.com,0,26,2016-04-26,
Resort Hotel,6,2016,12,0,1,Corporate,PRT,27.0,LauraTorres@gmail.com,0,27,2016-12-27,
Resort Hotel,0,2015,11,0,1,Direct,PRT,38.0,Nathan_H@protonmail.com,0,25,2015-11-25,
Resort Hotel,5,2015,11,0,1,Corporate,PRT,25.0,Jennifer_G@verizon.com,0,25,2015-11-25,
Resort Hotel,5,2016,4,0,2,Corporate,PRT,39.0,JPena@zoho.com,0,5,2016-04-05,
Resort Hotel,0,2016,4,0,1,Corporate,PRT,39.0,Carly_H@xfinity.com,0,7,2016-04-07,
Resort Hotel,1,2016,9,0,1,Corporate,PRT,58.0,Ana.York@zoho.com,0,16,2016-09-16,
Resort Hotel,0,2015,11,0,1,Online TA,PRT,46.4,Theresa_C95@mail.com,0,25,2015-11-25,
Resort Hotel,2,2015,11,1,2,Offline TA/TO,ESP,29.0,MJames@verizon.com,0,23,2015-11-23,
Resort Hotel,6,2015,11,0,1,Offline TA/TO,ESP,25.0,Hernandez_Lindsay87@outlook.com,0,25,2015-11-25,
